dna_library_id	ploidy	depth1	depth2	depth3	depth4	numOverlaps	meanOverlapSize	meanFragSize	numReads	sampleSize	nr_bins
VZA02704D_D16	1	0.0049677481919789615	0	0	0	0	0	180.84549356223175	932	420.5247169945654	1521
VZA02704D_D16	2	0.00498657528912987	6.488210258290724e-6	0	0	172.2	91.4194055121113	177.69809144937108	310445	68293.08013956697	242711
VZA02704D_D16	3	0.004971120724346076	1.0233735747820255e-5	0	0	15.6	96.61588651676206	177.17783153877608	29348	4207.63700247028	14910
VZA02704D_D17	1	0.004975986193293886	4.733727810650887e-7	0	0	0.1	7.2	167.57012393998696	1533	453.8398505167682	1521
VZA02704D_D17	2	0.004984859318283885	6.74829323763653e-6	0	0	190.9	85.76195397399874	161.93620196152713	475140	74940.31509324376	242711
VZA02704D_D17	3	0.0049900774647887326	7.139503688799463e-6	0	0	13.15	82.50296353156646	161.5807714945443	44174	4613.79156136268	14910
VZA02704D_D18	1	0.004974523339907955	5.259697567389876e-8	0	0	0.05	0.8	179.2158753709199	1348	424.3485675730494	1521
VZA02704D_D18	2	0.004986970512255316	6.6332181071315264e-6	6.592202248764992e-10	0	180.15	89.38984602347253	171.6978495421274	417911	70679.68546118832	242711
VZA02704D_D18	3	0.0049854188464118045	8.763581488933602e-6	0	0	14.6	89.74584175628293	171.7468002225932	39534	4340.692222701043	14910
VZA02704D_D19	1	0.005001531886916502	0	0	0	0	0	157.75557917109458	941	482.0748679672343	1521
VZA02704D_D19	2	0.004986723057463403	6.7948506660184335e-6	8.240252810956239e-10	0	203.85	80.87176740836553	152.3521649537728	310099	79654.59502122735	242711
VZA02704D_D19	3	0.004991730717639168	8.35814889336016e-6	0	0	15.15	82.63616725186579	151.3958745987296	29282	4924.176447845269	14910
VZA02704D_D20	1	0.004981712689020382	3.869165023011177e-6	0	0	0.2	44.625	176.2535446205171	1199	431.4806840551181	1521
VZA02704D_D20	2	0.004988114362348637	6.7757744807610694e-6	4.5321390460259323e-10	0	176.05	93.40903453789575	173.24444383463907	364415	70048.71112393838	242711
VZA02704D_D20	3	0.004987283366867874	9.621395036887994e-6	0	0	14.7	97.61352265218441	171.3324227717881	34411	4351.190439844498	14910
VZA02704D_D21	1	0.005003208415516108	0	0	0	0	0	166.3373015873016	756	457.20352124436386	1521
VZA02704D_D21	2	0.004985888825718201	7.088267364749908e-6	0	0	188.85	88.37186808175242	165.2155005528214	250533	71328.96102706964	235693
VZA02704D_D21	3	0.004999063982123313	8.447190806275083e-6	0	0	21.2	87.76742495736691	166.68689244721554	35285	6577.601777219496	21928
VZA02704D_D22	1	0.0049762952005259695	0	0	0	0	0	164.32805429864254	884	462.7937714262112	1521
VZA02704D_D22	2	0.004982696388946638	6.777036229332225e-6	6.3642110711815794e-9	0	178.55	89.69896167218555	168.75515573718758	253504	69832.82939427898	235693
VZA02704D_D22	3	0.004985238963881795	8.085324699014959e-6	0	0	20.45	85.92455242081792	169.10388964144528	36173	6483.588297848862	21928
VZA02704D_D23	1	0.004990558842866535	1.7094017094017095e-6	0	0	0.4	26	176.68759124087592	685	430.420718658856	1521
VZA02704D_D23	2	0.00498508586343429	6.9034365974348095e-6	0	0	185.2	90.54283025796762	172.01196448644822	192152	70550.61568671338	242711
VZA02704D_D23	3	0.004982405767940979	7.882293762575453e-6	0	0	12.95	91.414403998779	171.7352179542512	18536	4340.984970238282	14910
VZA02704D_D24	2	0.004982314541834207	7.208885475916679e-6	0	0	180.8	103.33655190852397	191.13679885232813	308102	67789.66728437587	259142
